CodeSite_SamplingOperations,Longitude_Lambert93,Latitude_Lambert93,Watershed,CodeDepartement,HERlvl1Code,HERlvl1Name,HERlvl2Code,HERlvl2Name,Altitude,Streamsize
S03229400,479191.53,6882709.35,Seine-Normandie,14,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04410000,786754.6,6552724.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S04730001,394788.6,6627830.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S04429000,740229.0,6530607.0,Loire-Bretagne,63,17,DEPRESSIONS SEDIMENTAIRES,46,Limagne de l'Allier,0.0,TP
S05020890,493637.0,6522690.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,73.0,P
S05024275,512467.0,6537370.0,Adour-Garonne,16,21,MASSIF CENTRAL NORD,42,Epandages eluviaux,169.0,TP
S05115150,504084.0,6282180.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,138.0,TP
S05142495,646365.0,6315420.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,199.0,TP
S04406005,781829.9,6494232.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S06002046,934994.0,6420340.0,Rhône-Méditerranée,38,2,ALPES INTERNES,12,Massif de l'Oisans,1137.0,P
S04406061,787018.0,6479198.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04406064,786795.0,6484579.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S06177755,628535.0,6232165.0,Rhône-Méditerranée,11,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,181.0,TP
S03222246,519672.4,6919525.28,Seine-Normandie,27,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,12.0,P
S04417017,776418.5,6631630.0,Loire-Bretagne,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,TP
S05145215,687133.0,6310570.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,341.0,TP
S06002049,930299.0,6419325.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,80,Vallee du Drac,883.0,TP
S04010902,790454.8,6651422.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,TP
S04416012,750796.0,6611282.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,P
S05068180,663566.0,6444680.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,729.0,TP
S04024100,740976.67,6619302.52,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S04418000,742184.0,6613226.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S04427002,704134.6,6516318.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,TP
S05068916,676815.0,6454520.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,962.0,TP
S03056260,706913.0,6734719.0,Seine-Normandie,89,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,191.0,TP
S04416013,751066.0,6616121.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,P
S04418002,730829.0,6614603.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S04473008,549835.9,6670447.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04473011,548231.0,6674755.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04562000,545947.9,6638300.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S05014195,471413.0,6506370.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,34.0,TP
S05126090,637856.0,6363330.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,384.0,TP
S03085669,870874.0,6757388.0,Seine-Normandie,52,10,COTES CALCAIRES EST,25,Plateau lorrain,330.0,P
S03195348,570571.0,6852507.0,Seine-Normandie,28,9,TABLES CALCAIRES,38,TC-aureole cretace,104.0,TP
S03194543,550951.0,6848289.0,Seine-Normandie,28,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,149.0,TP
S04434004,721196.8,6591409.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S05011724,463912.0,6494050.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,58.0,TP
S05125407,655014.0,6334730.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,360.0,TP
S04023500,775131.25,6640076.3,Loire-Bretagne,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,P
S02054550,949766.0,6802731.0,Rhin-Meuse,88,10,COTES CALCAIRES EST,25,Plateau lorrain,304.0,P
S04182990,167998.26,6793726.59,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,P
S05024245,509783.0,6545770.0,Adour-Garonne,16,20,DEPOTS ARGILO SABLEUX,42,Epandages eluviaux,153.0,TP
S06002081,875368.0,6658895.0,Rhône-Méditerranée,39,15,PLAINE SAONE,81,Plaine de Bourgogne,185.0,TP
S06467700,913419.0,6647178.0,Rhône-Méditerranée,39,5,JURA-PREALPES DU NORD,2,Jura premier plateau,319.0,P
S06940019,899818.0,6660418.0,Rhône-Méditerranée,39,15,PLAINE SAONE,84,Bresse,215.0,TP
S03196400,520900.0,6841889.0,Seine-Normandie,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,232.0,TP
S04137050,364328.9,6690074.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S03197204,538744.0,6854976.0,Seine-Normandie,27,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,185.0,P
S04429005,744482.6,6521777.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,TP
S04449008,527671.5,6715970.0,Loire-Bretagne,37,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S05172220,579154.0,6207900.0,Adour-Garonne,09,1,PYRENEES,96,Pyrenees Etage montagnard,530.0,TP
S04429007,735829.8,6528706.0,Loire-Bretagne,63,17,DEPRESSIONS SEDIMENTAIRES,46,Limagne de l'Allier,0.0,TP
S06094379,836240.0,6513364.0,Rhône-Méditerranée,69,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,273.0,TP
S03189515,609475.0,6837985.0,Seine-Normandie,78,9,TABLES CALCAIRES,36,BP-Ile de France,138.0,TP
S03189460,612140.0,6834955.0,Seine-Normandie,78,9,TABLES CALCAIRES,36,BP-Ile de France,150.0,TP
S04544001,607441.8,6587066.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S05140100,682393.0,6289250.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,821.0,TP
S06091620,870414.0,6539875.0,Rhône-Méditerranée,01,15,PLAINE SAONE,7,Dombes,241.0,TP
S06820049,869473.0,6534565.0,Rhône-Méditerranée,01,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,214.0,TP
S02106895,902261.0,6811224.0,Rhin-Meuse,88,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,312.0,TP
S04412000,794064.8,6650101.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,P
S04453001,671870.4,6612374.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S06094260,828342.0,6510005.0,Rhône-Méditerranée,69,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,328.0,TP
S06094350,837371.0,6509253.0,Rhône-Méditerranée,69,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,205.0,TP
S06455050,859504.0,6636785.0,Rhône-Méditerranée,71,15,PLAINE SAONE,84,Bresse,188.0,TP
S04198390,291071.8,6765001.7,Loire-Bretagne,56,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S06209920,1020947.0,6292429.0,Rhône-Méditerranée,06,6,MEDITERRANEEN,112,Collines calcaires de basse provence,237.0,TP
S06195270,899621.0,6271194.0,Rhône-Méditerranée,13,6,MEDITERRANEEN,56,Collines de Basse Provence,145.0,TP
S04475017,509459.8,6694157.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04338001,186064.2,6807957.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,TP
S03068303,637053.0,6808906.0,Seine-Normandie,91,9,TABLES CALCAIRES,38,TC-aureole cretace,75.0,TP
S04501000,597939.1,6523521.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03190685,597808.0,6853727.0,Seine-Normandie,78,9,TABLES CALCAIRES,38,TC-aureole cretace,104.0,TP
S04411001,787762.1,6578766.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,TP
S03076493,638103.73,6844350.57,Seine-Normandie,91,9,TABLES CALCAIRES,36,BP-Ile de France,64.0,TP
S06178940,651155.0,6241870.0,Rhône-Méditerranée,11,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,125.0,TP
S04583002,456173.1,6671348.0,Loire-Bretagne,79,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03153770,717977.0,6921742.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,44.0,TP
S06078560,907201.0,6504013.0,Rhône-Méditerranée,73,5,JURA-PREALPES DU NORD,120,Bugey,253.0,TP
S03207710,613611.0,6974640.0,Seine-Normandie,80,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,98.0,P
S03207865,604686.0,6980574.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,59.0,P
S04426001,726059.5,6487629.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,44,MC-Terres Granitiques orientales,0.0,TP
S06077605,917902.0,6501499.0,Rhône-Méditerranée,73,5,JURA-PREALPES DU NORD,120,Bugey,384.0,P
S04196380,281254.6,6785610.0,Loire-Bretagne,56,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S03096351,859313.0,6865640.0,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,210.0,TP
S03203275,552628.0,6944880.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,72.0,P
S03006109,758173.69,6824840.6,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,72.0,TP
S04172200,239040.91,6850220.82,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,P
S04325000,198779.4,6866126.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04600008,497458.7,6819596.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S06002006,883476.0,6462508.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,436.0,P
S06002008,885372.0,6462321.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,405.0,TP
S06002009,887416.0,6455272.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,180.0,TP
S06175650,634841.0,6194249.0,Rhône-Méditerranée,11,1,PYRENEES,96,Pyrenees Etage montagnard,320.0,G
S04167855,283595.9,6822014.0,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,P
S04630003,438187.0,6822015.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S06002025,885468.0,6474088.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,398.0,TP
S06002026,885492.0,6465105.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,426.0,TP
S06149210,888816.0,6465148.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,465.0,P
S04600001,478786.9,6818523.0,Loire-Bretagne,61,12,ARMORICAIN,55,MA-nord est,0.0,TP
S05157645,593473.0,6255480.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,176.0,TP
S06002011,872947.0,6448999.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,261.0,TP
S06002012,874094.0,6446964.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,197.0,TP
S02116100,847647.0,6957409.0,Rhin-Meuse,08,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,190.0,P
S03105918,747119.06,6891992.35,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,130.0,TP
S06002033,895109.0,6463990.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,181.0,TP
S06002036,893752.0,6461255.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,209.0,TP
S06002037,893158.0,6461251.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,230.0,TP
S04428010,759365.4,6493713.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,TP
S04509000,519759.2,6533756.0,Loire-Bretagne,16,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03190470,602547.0,6848367.0,Seine-Normandie,78,9,TABLES CALCAIRES,36,BP-Ile de France,110.0,TP
S05111340,491140.0,6262790.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,176.0,TP
S03009650,781392.0,6795474.0,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,114.0,TP
S03144380,770825.0,6966437.0,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,135.0,TP
S03008848,791697.34,6792551.59,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,121.0,TP
S03143867,771168.7,6957182.41,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,109.0,TP
S03144270,758882.54,6969118.33,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,110.0,TP
S05232200,437620.0,6279690.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,118.0,TP
S03141970,741168.91,6938317.15,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,67.0,TP
S03098695,883525.0,6829435.0,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,283.0,P
S04544000,601762.9,6587578.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S04545001,592734.0,6602317.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03132000,725237.0,6950041.0,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,49.0,G
S04632004,429852.2,6799246.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,TP
S06451450,974905.0,6668942.0,Rhône-Méditerranée,25,5,JURA-PREALPES DU NORD,3,Jura nord,760.0,TP
S03200500,568170.0,6925868.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,48.0,P
S03201202,572076.0,6943991.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,125.0,P
S03201215,571866.0,6943707.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,118.0,P
S03201502,563811.0,6946215.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,96.0,P
S03203040,558369.0,6930585.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,7.0,P
S04422008,752757.0,6442104.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,TP
S04405028,791668.7,6464826.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S05238455,319568.0,6262830.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,11.0,TP
S05175350,499075.0,6228830.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,510.0,TP
S04634006,430413.0,6783158.0,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,M
S03051520,678628.84,6830393.68,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,0.0,TP
S03079994,699242.0,6838995.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,98.0,TP
S04464001,591725.0,6690280.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S03064385,639932.0,6778533.0,Seine-Normandie,45,9,TABLES CALCAIRES,38,TC-aureole cretace,0.0,TP
S04453003,676560.6,6603545.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S04196550,280514.2,6777778.54,Loire-Bretagne,56,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S04375001,347389.2,6768478.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S03104415,782616.91,6859583.01,Seine-Normandie,51,9,TABLES CALCAIRES,38,TC-aureole cretace,114.0,TP
S05102120,738851.0,6380090.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,720.0,TP
S04215680,336226.8,6718820.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S04445004,636239.8,6722860.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TP
S04602005,497506.3,6792818.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04602011,514501.0,6797516.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04474005,570518.2,6674024.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04474007,567053.2,6665456.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04402007,774918.6,6434918.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,M
S04423005,731294.0,6457524.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,90,Hautes Terres Granitiques - Margeride,0.0,TP
S04424002,733122.3,6466439.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,P
S04425000,715945.9,6465243.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,TP
S04475011,509785.0,6683885.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03052094,689661.77,6745874.76,Seine-Normandie,45,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,130.0,TP
S03098190,884099.73,6824265.67,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,302.0,TP
S05089090,582375.0,6383910.0,Adour-Garonne,46,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),205.0,TP
S03189181,610984.65,6817260.64,Seine-Normandie,28,9,TABLES CALCAIRES,38,TC-aureole cretace,132.0,TP
S05060926,574916.0,6416340.0,Adour-Garonne,46,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),119.0,TP
S05096490,695533.0,6432030.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,1020.0,TP
S03096156,847026.0,6855739.0,Seine-Normandie,55,9,TABLES CALCAIRES,40,Champagne humide,0.0,P
S05096355,682942.0,6427160.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,1010.0,TP
S05125265,645203.0,6345770.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,340.0,P
S04047350,693499.1,6714684.0,Loire-Bretagne,58,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S05097650,691209.0,6440610.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,1145.0,TP
S03232520,488393.09,6891724.5,Seine-Normandie,14,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04407013,785711.1,6505934.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,45,Plaine du Forez,0.0,TP
S03239390,466718.0,6841728.0,Seine-Normandie,61,12,ARMORICAIN,55,MA-nord est,195.0,TP
S03082805,661261.0,6872139.0,Seine-Normandie,93,9,TABLES CALCAIRES,36,BP-Ile de France,0.0,TP
S03139015,636167.0,6882240.0,Seine-Normandie,95,9,TABLES CALCAIRES,36,BP-Ile de France,33.0,TP
S04125670,408522.01,6804461.77,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,M
S02017500,1019071.0,6769543.0,Rhin-Meuse,68,18,ALSACE,62,Alsace- plaine,220.0,TP
S03071017,623497.46,6826064.52,Seine-Normandie,78,9,TABLES CALCAIRES,36,BP-Ile de France,106.0,TP
S03034480,798366.4,6701261.4,Seine-Normandie,21,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,331.0,P
S03034435,796510.27,6695879.35,Seine-Normandie,21,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,351.0,TP
S06106666,862498.0,6429558.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,248.0,TP
S03271215,415726.0,6839413.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,97.0,TP
S05120097,612562.0,6321320.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,191.0,TP
S06106670,854240.0,6426143.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,150.0,TP
S03257920,382613.43,6953459.81,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,0.0,TP
S03253410,368523.0,6945445.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,33.0,TP
S03253820,369772.59,6941878.5,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S03255788,396529.78,6907717.14,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,0.0,TP
S05134374,625608.0,6264310.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,230.0,TP
S05134375,625619.0,6264280.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,230.0,TP
S05158315,619157.0,6275020.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,283.0,TP
S03255628,387502.0,6897720.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,50.0,TP
S05062010,613866.0,6417750.0,Adour-Garonne,46,3,MASSIF CENTRAL SUD,93,MC versant occidental,151.0,P
S06016600,852652.0,6674099.0,Rhône-Méditerranée,21,15,PLAINE SAONE,81,Plaine de Bourgogne,205.0,P
S06036320,849504.0,6665951.0,Rhône-Méditerranée,21,15,PLAINE SAONE,81,Plaine de Bourgogne,201.0,TP
S06036155,834432.0,6659051.0,Rhône-Méditerranée,21,10,COTES CALCAIRES EST,99,Cotes de Bourgogne,272.0,TP
S06036190,844424.0,6653572.0,Rhône-Méditerranée,21,15,PLAINE SAONE,81,Plaine de Bourgogne,191.0,TP
S04199130,302151.0,6756903.0,Loire-Bretagne,56,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S05134351,632766.0,6273700.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,173.0,TP
S05134352,632818.0,6273630.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,175.0,TP
S02079500,925297.0,6895240.0,Rhin-Meuse,57,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,194.0,TP
S03090904,831560.45,6842302.27,Seine-Normandie,52,9,TABLES CALCAIRES,40,Champagne humide,124.0,TP
S04052470,574795.8,6712500.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,G
S04448006,542381.8,6726092.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S02077445,904396.0,6874811.0,Rhin-Meuse,55,10,COTES CALCAIRES EST,27,Plaine de Woevre,219.0,TP
S02077775,914950.0,6882335.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,190.0,TP
S03272060,396939.0,6836318.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,94.0,TP
S03273266,386652.0,6846835.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,25.0,TP
S05139200,656488.0,6276510.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,583.0,TP
S03271590,401927.0,6838536.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,68.0,TP
S05234033,476661.0,6232710.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,281.0,TP
S03190895,588128.0,6869783.0,Seine-Normandie,28,9,TABLES CALCAIRES,36,BP-Ile de France,64.0,TP
S06100937,861798.0,6479864.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,376.0,P
S06100955,855929.0,6476126.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,281.0,P
S04167600,305024.3,6846056.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,P
S06101255,859409.0,6468915.0,Rhône-Méditerranée,26,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,268.0,TP
S02057245,933531.0,6801331.0,Rhin-Meuse,88,10,COTES CALCAIRES EST,25,Plateau lorrain,275.0,TP
S02068510,957565.0,6834888.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,230.0,TP
S04108492,511802.8,6732109.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S02035600,1038526.0,6838109.0,Rhin-Meuse,67,18,ALSACE,62,Alsace- plaine,156.0,M
S02003617,1007973.0,6736282.0,Rhin-Meuse,68,18,ALSACE,73,Collines du Sundgau,0.0,TP
S02005688,1014997.0,6746634.0,Rhin-Meuse,68,18,ALSACE,62,Alsace- plaine,0.0,TP
S06047290,856724.0,6558729.0,Rhône-Méditerranée,01,15,PLAINE SAONE,7,Dombes,243.0,TP
